name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Christina Scott,059 Mora Highway Apt. 610,Lake Adam,20997,(481)417-9730,Water engineer,5,29.99,0,1,Urban,0,Web,Discount,0,0.8108965011044316
Angela Herrera,87501 Crane Loop,Dennismouth,27623,+1-973-088-8494x43044,Aeronautical engineer,1,386.11,1,1,Urban,0,Multichannel,Discount,0,0.7278208128055528
Christopher Moore,27994 Elizabeth Hill Apt. 616,Nancybury,21343,1864160638,Charity officer,8,45.78,1,0,Surburban,0,Phone,No Offer,0,0.5365216542292507
Thomas Andrade,6648 Hernandez Forges Suite 844,Walkerstad,73309,001-704-086-3387x3930,Lexicographer,6,358.77,0,1,Surburban,0,Web,No Offer,0,1.053319231611981
Laura Hernandez,4285 Combs Crossroad,Jamesport,57696,915.106.1433,"Engineer, materials",5,141.74,1,0,Surburban,0,Web,No Offer,0,1.1508709931382293
Bob Meyer,44650 Derek Fort Suite 605,East Amber,55377,304.744.9061x60837,"Scientist, product/process development",9,205.33,1,0,Surburban,1,Multichannel,Discount,0,0.7754713073012534
Catherine Norris,038 Ryan Lights,Lake Kyleside,75864,001-868-843-4485,Freight forwarder,1,629.85,1,0,Urban,1,Web,Discount,1,2.18619760343486
Wesley Thomas,19723 Carter Courts,Brandtfurt,90446,629.156.2711,Private music teacher,9,64.09,1,0,Surburban,0,Phone,Buy One Get One,0,1.4691510069755758
Maureen Hall,18016 Brittany Crest,Bakermouth,76131,415.518.2786x2242,Glass blower/designer,4,162.56,0,1,Urban,1,Phone,Buy One Get One,0,1.2071187939066865
Tina Newman,406 Matthew Wall,Lake Justin,78898,166.804.7903x115,"Editor, magazine features",9,383.77,0,1,Surburban,1,Phone,Discount,1,1.8924440602477737
Melissa Garcia,2145 Nelson View,South Jose,71707,(344)420-6701x3687,"Teacher, secondary school",6,64.33,1,0,Rural,0,Web,No Offer,1,1.2434788577604927
Teresa Martinez,202 Hull Greens Apt. 467,Browntown,25985,2457845606,Landscape architect,11,143.65,0,1,Urban,1,Phone,Buy One Get One,0,0.9531084949270587
Michael Doyle,8306 Bruce Rest Suite 026,East Billy,50653,+1-363-599-4551x105,Higher education careers adviser,12,63.28,1,0,Urban,1,Phone,Discount,0,0.33723688038121125
Gregory Johnson PhD,85794 Ashley Ramp Suite 457,Grahammouth,57843,001-273-443-4608x53641,Paramedic,6,108.83,1,0,Urban,0,Phone,Discount,0,0.9332573208246886
Alexis Roth,465 Brown Centers,Anthonyberg,33422,430-428-7490x111,Industrial buyer,4,121.87,1,0,Rural,0,Web,No Offer,0,0.9170570039693166
Michele Lewis,4396 Lopez Harbor,Smithmouth,98984,001-724-034-2671x26805,Risk analyst,10,489.29,0,1,Surburban,0,Phone,Discount,0,0.9136281336623193
Jeanette Delacruz,39952 Hart Pike Apt. 285,Dennisport,02150,(417)171-2730,Public relations account executive,2,199.97,0,1,Surburban,0,Phone,Discount,0,1.9076063690909557
Richard Pittman,26354 Taylor Fork Suite 522,North Jeffreyfort,77343,(413)552-7289x86192,Estate agent,4,614.83,1,0,Urban,1,Multichannel,No Offer,0,0.6903766189837496
Charles Pierce,978 Charles Cliff Suite 174,Ricestad,77257,(496)903-3603,Armed forces technical officer,5,103.44,0,1,Rural,1,Web,Buy One Get One,1,2.1747365690116087
Michael Moore,344 Melissa Springs,Riosstad,90672,001-230-373-8247x4097,"Administrator, local government",9,199.38,0,1,Urban,1,Phone,Discount,0,1.6567449209042515
Robert Baker,807 David Junctions Suite 237,South Jacob,12802,001-324-603-8542x785,Fashion designer,4,224.04,1,0,Urban,0,Web,No Offer,0,1.3915477158736558
,,,,,,3,80.65,0,1,Surburban,1,Web,Buy One Get One,1,2.4782242066588234
,,,,,,3,66.47,1,0,Rural,1,Web,Discount,0,1.0699548648102895
,,,,,,9,33.63,0,1,Rural,0,Phone,No Offer,0,0.6504806921403772
,,,,,,6,528.03,1,1,Urban,1,Multichannel,Buy One Get One,0,0.7373849354565514
,,,,,,10,29.99,1,0,Surburban,0,Web,Buy One Get One,0,0.861008080361748
,,,,,,2,109.81,1,0,Urban,1,Web,No Offer,1,1.861711463387218
,,,,,,10,507.15,0,1,Rural,1,Web,Buy One Get One,0,1.3338985819507143
,,,,,,10,161.43,0,1,Surburban,1,Web,No Offer,1,1.2790697878555575
,,,,,,12,90.15,1,0,Surburban,0,Web,Discount,0,0.7020531975684122
,,,,,,1,567.13,0,1,Rural,1,Phone,Buy One Get One,0,0.835008769203318
,,,,,,1,681.12,1,0,Rural,1,Phone,Discount,0,1.6063545431806276
,,,,,,9,198.54,0,1,Urban,0,Phone,No Offer,0,1.4030590448490365
,,,,,,11,301.0,1,1,Surburban,1,Web,No Offer,0,1.0625209786090755
,,,,,,2,378.5,0,1,Urban,0,Web,Discount,1,1.8113477856637443
,,,,,,10,131.95,0,1,Surburban,0,Phone,No Offer,1,2.684526271506348
,,,,,,6,179.51,0,1,Urban,0,Phone,Buy One Get One,0,0.9124533178614364
,,,,,,10,375.34,1,0,Rural,0,Web,No Offer,0,1.574097416182815
,,,,,,8,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.3189122139361968
,,,,,,1,286.31,1,1,Surburban,0,Web,No Offer,0,1.580141594647841
,,,,,,7,600.13,1,1,Urban,1,Phone,No Offer,0,1.1714981981880292
,,,,,,6,107.42,0,1,Urban,1,Web,No Offer,0,1.2375549534538297
,,,,,,1,1515.82,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.401104102733508
,,,,,,2,102.99,0,1,Surburban,0,Phone,No Offer,0,1.6831346260851525
,,,,,,10,317.16,1,0,Urban,0,Web,Buy One Get One,0,0.5955210223760246
,,,,,,7,297.6,1,0,Surburban,0,Web,No Offer,0,0.5679948207087716
,,,,,,10,599.06,0,1,Urban,1,Web,Buy One Get One,0,1.1072622305524313
,,,,,,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.4654362519993689
,,,,,,1,783.8,1,1,Surburban,1,Web,No Offer,0,1.0564066050766598
,,,,,,9,89.96,1,0,Surburban,0,Web,Discount,1,2.1116883853931303
,,,,,,8,155.75,0,1,Urban,1,Phone,No Offer,0,1.7787675016841318
,,,,,,11,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,1.4564890789727478
,,,,,,5,47.98,0,1,Urban,0,Web,Buy One Get One,0,1.1495486524015848
,,,,,,8,135.67,1,0,Rural,1,Web,Discount,0,0.9540995097722921
,,,,,,11,504.86,1,0,Rural,1,Multichannel,Buy One Get One,0,1.2072146795445522
,,,,,,1,904.58,0,1,Surburban,1,Phone,Buy One Get One,1,1.7271637192047966
,,,,,,11,312.41,1,0,Urban,1,Web,Buy One Get One,0,0.6758188517544148
,,,,,,9,404.03,1,1,Urban,0,Multichannel,No Offer,0,0.9050991199899456
,,,,,,7,251.05,1,0,Surburban,0,Multichannel,Buy One Get One,1,2.6944436312791087
,,,,,,1,30.01,0,1,Urban,1,Web,Buy One Get One,0,0.5415489038791103
,,,,,,1,155.65,1,0,Urban,0,Web,No Offer,0,1.0527975091228208
,,,,,,12,36.67,0,1,Urban,0,Web,Discount,1,1.6873814085716128
,,,,,,12,49.27,1,0,Urban,1,Phone,Buy One Get One,0,1.045791348923777
,,,,,,1,563.7,1,0,Surburban,1,Multichannel,Discount,0,0.7014949551700271
,,,,,,6,265.2,1,0,Surburban,0,Phone,Discount,0,0.40672055365586746
,,,,,,1,357.56,0,1,Surburban,0,Phone,No Offer,0,1.229818155146976
,,,,,,11,206.97,1,0,Surburban,0,Web,Discount,0,1.0018149370270568
,,,,,,7,1222.53,1,1,Rural,1,Phone,Discount,1,1.086136996565782
,,,,,,5,67.55,1,0,Surburban,0,Phone,Discount,0,0.8573692861107749
,,,,,,9,108.59,1,0,Rural,1,Web,Discount,0,1.1451533579359365
,,,,,,1,615.04,1,1,Surburban,1,Phone,No Offer,0,1.2932096901162435
,,,,,,7,153.17,1,0,Rural,0,Phone,Discount,0,0.7046120703411576
,,,,,,9,40.16,1,0,Urban,1,Phone,Buy One Get One,0,0.4319854790419383
,,,,,,4,127.51,1,0,Urban,1,Web,No Offer,0,1.776312510868172
,,,,,,8,60.9,0,1,Rural,1,Phone,No Offer,0,0.8716235374186182
,,,,,,1,234.17,1,0,Rural,1,Phone,No Offer,0,0.6829348865361752
,,,,,,12,145.27,1,0,Urban,1,Web,Discount,0,1.071689710621622
,,,,,,11,112.61,0,1,Urban,0,Web,No Offer,0,0.5937234933255819
,,,,,,5,168.1,1,0,Surburban,0,Web,No Offer,0,1.2089368874498405
,,,,,,1,745.63,1,1,Urban,1,Multichannel,Buy One Get One,0,0.683846855062532
,,,,,,6,29.99,0,1,Surburban,0,Web,Buy One Get One,0,0.9200588888804787
,,,,,,5,37.79,0,1,Surburban,0,Web,No Offer,0,1.3788617495357427
,,,,,,8,772.55,1,0,Surburban,1,Web,Buy One Get One,0,0.6640895655323833
,,,,,,4,70.16,0,1,Surburban,0,Web,No Offer,0,1.2429270777942742
,,,,,,7,115.07,0,1,Surburban,0,Phone,Buy One Get One,0,0.560739287626163
,,,,,,3,248.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,1.079388220112658
,,,,,,6,65.1,1,0,Urban,0,Phone,Discount,0,0.12316204054234559
,,,,,,1,585.14,1,0,Surburban,1,Multichannel,Buy One Get One,0,0.9760063582019924
,,,,,,9,297.59,0,1,Surburban,1,Phone,Discount,1,2.0850168038568038
,,,,,,7,409.76,1,1,Urban,0,Multichannel,Discount,0,1.4505793952826278
,,,,,,9,60.15,0,1,Surburban,0,Web,Discount,0,0.925565608270901
,,,,,,1,111.37,0,1,Surburban,1,Web,No Offer,0,0.1495780404705307
,,,,,,7,29.99,0,1,Urban,0,Phone,No Offer,0,0.5539480523237073
,,,,,,1,87.0,0,1,Rural,1,Phone,Discount,0,0.8969815040576776
,,,,,,2,46.47,0,1,Surburban,1,Web,No Offer,0,0.20495238008886596
,,,,,,11,297.25,0,1,Urban,1,Phone,Buy One Get One,0,0.9696574793487788
,,,,,,9,129.29,0,1,Urban,1,Web,No Offer,0,1.0921846895015843
,,,,,,5,150.06,1,0,Rural,1,Web,Buy One Get One,0,1.177434786760419
,,,,,,3,708.62,0,1,Surburban,1,Phone,Discount,0,1.1844702807151086
,,,,,,3,29.99,1,0,Urban,1,Phone,Discount,0,1.01012903564602
,,,,,,2,531.69,0,1,Urban,1,Phone,Buy One Get One,0,1.8251208425928134
,,,,,,10,113.33,0,1,Urban,0,Web,No Offer,0,0.878363918392979
,,,,,,4,737.33,0,1,Surburban,1,Web,Discount,0,1.530662445030953
,,,,,,12,29.99,1,0,Urban,1,Web,Discount,0,1.1614287510268435
,,,,,,6,1292.1,1,0,Surburban,1,Web,Buy One Get One,0,0.8141434267023144
,,,,,,11,272.89,1,0,Surburban,1,Web,Buy One Get One,0,1.062021238834344
,,,,,,4,302.86,0,1,Surburban,1,Phone,Buy One Get One,0,-0.051935533525120814
,,,,,,11,29.99,0,1,Surburban,0,Web,Discount,0,1.2158244108815979
,,,,,,7,758.59,0,1,Surburban,1,Web,Discount,0,1.519380563400613
,,,,,,4,174.55,1,0,Rural,1,Web,Discount,0,1.291285634236437
,,,,,,9,76.72,1,0,Surburban,0,Phone,No Offer,0,-0.05889207999078083
,,,,,,6,334.34,0,1,Rural,0,Multichannel,Discount,1,1.6718444662992722
,,,,,,12,108.83,1,0,Rural,0,Web,Discount,1,1.702048853002206
,,,,,,10,319.45,0,1,Urban,0,Phone,Discount,0,0.7597383920789911
,,,,,,10,29.99,1,0,Surburban,1,Web,Discount,0,1.2257670808559424
,,,,,,3,367.27,0,1,Surburban,1,Phone,No Offer,0,0.5245694700469992
,,,,,,8,29.99,1,0,Urban,1,Web,No Offer,0,0.6369173589764057
,,,,,,10,102.82,1,0,Surburban,1,Web,Discount,0,0.7630693236885014
,,,,,,10,189.02,0,1,Rural,1,Phone,Buy One Get One,0,0.6429769268818399
,,,,,,4,739.84,1,0,Urban,1,Phone,Discount,0,1.0950218045585687
,,,,,,4,85.64,1,0,Surburban,1,Web,Buy One Get One,0,1.2970875050701125
,,,,,,6,161.43,0,1,Surburban,0,Web,Discount,1,1.9107424218646605
,,,,,,8,346.57,1,0,Urban,1,Web,No Offer,0,0.7613489366769003
,,,,,,7,729.01,0,1,Rural,1,Phone,No Offer,0,1.0249959962839632
,,,,,,10,51.33,1,0,Surburban,1,Web,Discount,0,0.6196217314693948
,,,,,,2,159.22,0,1,Surburban,0,Web,Discount,0,0.8854217840179525
,,,,,,5,1079.62,1,1,Surburban,1,Web,No Offer,1,2.413213877717419
,,,,,,10,29.99,1,0,Surburban,1,Web,No Offer,0,0.2695308599078923
,,,,,,11,43.51,0,1,Surburban,0,Web,No Offer,0,0.9640333243874137
,,,,,,10,163.8,0,1,Urban,1,Web,Discount,0,0.44954286332356175
,,,,,,9,212.32,1,0,Surburban,0,Multichannel,No Offer,0,0.8832179512143896
,,,,,,7,147.81,1,0,Surburban,1,Web,Discount,0,1.4761540876609667
,,,,,,5,168.93,1,0,Urban,1,Web,Buy One Get One,0,0.7242771538601209
,,,,,,6,1462.5,1,0,Urban,1,Phone,Buy One Get One,0,1.1916806346531374
,,,,,,1,544.98,1,0,Urban,1,Web,No Offer,0,1.1353351061238273
,,,,,,11,322.87,0,1,Rural,0,Phone,Buy One Get One,0,1.3622031740661071
,,,,,,7,508.18,1,0,Urban,1,Web,Discount,0,0.7550969143503801
,,,,,,1,50.62,1,0,Urban,0,Web,No Offer,0,0.5617328838189016
,,,,,,1,806.91,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.2495446693921606
,,,,,,5,291.17,1,0,Surburban,0,Multichannel,No Offer,0,0.7676890768042659
,,,,,,6,447.01,0,1,Urban,1,Web,Buy One Get One,0,0.2994602259835478
,,,,,,5,777.95,1,0,Surburban,1,Web,No Offer,0,1.0291455709272854
,,,,,,9,174.11,1,0,Surburban,0,Phone,Buy One Get One,1,1.7797405449921766
,,,,,,5,30.59,0,1,Urban,1,Web,Discount,0,1.1723869415984467
,,,,,,4,305.76,0,1,Surburban,0,Phone,No Offer,0,1.7181562494967175
,,,,,,8,29.99,0,1,Surburban,0,Phone,No Offer,1,1.9524290774702635
,,,,,,8,256.83,0,1,Urban,1,Web,No Offer,0,1.298186685156129
,,,,,,7,462.7,0,1,Surburban,1,Multichannel,No Offer,0,0.6582679616887608
,,,,,,7,489.49,1,0,Rural,1,Web,No Offer,1,1.7578923509263955
,,,,,,1,352.99,1,0,Urban,0,Web,Buy One Get One,0,0.748963018130458
,,,,,,3,54.79,1,0,Surburban,0,Phone,Buy One Get One,0,0.6981260836707401
,,,,,,9,29.99,0,1,Surburban,0,Phone,No Offer,0,1.4471381813389141
,,,,,,5,54.14,0,1,Surburban,1,Web,Buy One Get One,0,1.209458142500878
,,,,,,3,104.0,0,1,Urban,0,Phone,Buy One Get One,0,1.183041927744521
,,,,,,2,231.27,0,1,Urban,1,Phone,No Offer,0,1.7129444458315863
,,,,,,2,50.37,1,0,Urban,0,Phone,Discount,0,0.9518993726740701
,,,,,,9,189.33,1,0,Urban,1,Phone,No Offer,0,0.4676717017645301
,,,,,,1,368.01,0,1,Urban,0,Web,No Offer,0,0.9444373605411973
,,,,,,1,331.21,1,0,Rural,1,Phone,No Offer,0,1.542316203817546
,,,,,,2,186.51,0,1,Surburban,0,Phone,Discount,0,0.6194054775816662
,,,,,,9,433.89,0,1,Rural,0,Phone,Discount,0,0.9679296719582435
,,,,,,8,90.62,1,0,Urban,0,Phone,No Offer,0,1.1618785069941229
,,,,,,7,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.3974489797758545
,,,,,,2,44.37,0,1,Surburban,0,Web,Discount,0,1.2748943593581354
,,,,,,1,539.96,0,1,Surburban,1,Web,Buy One Get One,0,1.47742017896597
,,,,,,3,43.0,1,0,Urban,0,Phone,No Offer,0,1.1086574155105164
,,,,,,10,145.73,0,1,Urban,1,Phone,No Offer,0,1.1922747665674158
,,,,,,3,80.86,1,0,Rural,1,Phone,No Offer,0,0.6302330338532904
,,,,,,9,646.2,1,0,Urban,1,Phone,Buy One Get One,0,1.5080567561073606
,,,,,,1,585.22,1,0,Urban,1,Phone,Buy One Get One,0,1.0414049640781728
,,,,,,2,202.92,0,1,Surburban,0,Phone,Discount,0,0.9199422088377707
,,,,,,7,78.57,1,0,Urban,1,Web,Buy One Get One,0,1.3589811211938538
,,,,,,1,735.63,1,0,Rural,1,Phone,Buy One Get One,0,1.3091000564797435
,,,,,,9,162.44,1,0,Urban,0,Web,Buy One Get One,0,1.154145547894133
,,,,,,10,226.15,0,1,Surburban,1,Multichannel,Discount,0,0.9796603745849625
,,,,,,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,0.5267904787475732
,,,,,,9,179.43,0,1,Urban,0,Web,Buy One Get One,0,0.9017620631900549
,,,,,,6,549.78,1,0,Surburban,1,Web,Discount,0,1.0938205340898308
,,,,,,9,34.72,0,1,Surburban,1,Phone,No Offer,0,0.4684537229048217
,,,,,,1,61.08,0,1,Rural,0,Web,Buy One Get One,1,2.41206675446073
,,,,,,1,92.29,0,1,Rural,1,Phone,No Offer,1,2.4371490999542975
,,,,,,4,316.87,0,1,Urban,1,Web,Discount,0,1.0068103719649604
,,,,,,2,189.02,0,1,Urban,1,Phone,No Offer,0,0.31173137380612137
,,,,,,2,210.51,0,1,Urban,0,Phone,Discount,1,1.9914262089216572
,,,,,,9,301.15,1,1,Surburban,0,Phone,Discount,1,1.919024642220725
,,,,,,9,127.38,1,0,Surburban,0,Web,Buy One Get One,1,2.2580503061963793
,,,,,,9,29.99,0,1,Surburban,1,Web,Discount,0,1.4158874039826823
,,,,,,9,29.99,0,1,Urban,1,Web,No Offer,0,0.6098313331781275
,,,,,,1,70.17,1,0,Surburban,0,Web,No Offer,0,1.5437272885160955
,,,,,,11,262.78,1,0,Urban,1,Phone,Buy One Get One,0,1.7565477069335151
,,,,,,10,138.83,1,0,Urban,0,Phone,No Offer,0,0.5306395097409211
,,,,,,6,505.48,1,1,Surburban,1,Phone,No Offer,0,1.4672967972067497
,,,,,,11,92.28,0,1,Surburban,1,Web,Buy One Get One,0,1.5277285122267323
,,,,,,4,209.79,0,1,Rural,0,Multichannel,Discount,1,1.6810862528812547
,,,,,,3,34.22,1,0,Urban,1,Phone,Discount,0,-0.005208139616855734
,,,,,,2,152.95,0,1,Surburban,0,Web,No Offer,0,1.387707796019093
,,,,,,5,427.17,1,1,Urban,0,Web,No Offer,0,0.2846329810831819
,,,,,,1,163.58,0,1,Urban,0,Web,Buy One Get One,1,2.4270979435101174
,,,,,,1,75.83,1,0,Surburban,0,Phone,No Offer,1,2.1437253266650136
,,,,,,11,184.17,1,0,Surburban,0,Phone,Buy One Get One,0,0.7290789963297726
,,,,,,10,466.25,0,1,Urban,0,Phone,No Offer,0,1.5915255001114939
,,,,,,7,151.91,0,1,Surburban,1,Web,Buy One Get One,0,0.5146314135534067
,,,,,,1,148.57,0,1,Urban,0,Web,Buy One Get One,0,1.2666730404380133
,,,,,,2,200.23,1,0,Surburban,0,Phone,Buy One Get One,0,1.6387092332460074
,,,,,,5,663.14,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.591200468024893
,,,,,,4,383.9,0,1,Surburban,0,Web,Buy One Get One,0,0.943153916957904
,,,,,,2,227.46,1,0,Urban,0,Web,No Offer,0,0.9189444780173708
,,,,,,8,212.27,0,1,Urban,1,Multichannel,Buy One Get One,0,1.1917153787213992
,,,,,,6,97.9,0,1,Surburban,1,Phone,Discount,0,1.0119994675611723
,,,,,,7,208.25,0,1,Surburban,1,Multichannel,Buy One Get One,0,1.0602204328788192
,,,,,,12,88.65,1,0,Surburban,0,Web,Discount,0,1.0606229490978245
,,,,,,10,64.55,1,0,Surburban,1,Phone,Buy One Get One,0,1.0998911484706408
,,,,,,2,454.04,1,0,Surburban,0,Web,Buy One Get One,0,0.44126594083444903
,,,,,,1,29.99,0,1,Urban,0,Web,Buy One Get One,0,1.1345569275547154
,,,,,,7,157.63,1,0,Urban,1,Phone,Discount,0,1.1869700109692463
,,,,,,3,29.99,0,1,Urban,1,Phone,Discount,0,0.9437547172080164
,,,,,,10,119.63,0,1,Rural,0,Web,Discount,0,0.88296055749243
,,,,,,4,317.96,0,1,Urban,0,Web,No Offer,0,1.0769681035505012
,,,,,,3,138.44,1,0,Urban,1,Phone,Buy One Get One,0,1.2744662918210667
,,,,,,4,186.97,1,0,Urban,1,Web,No Offer,0,0.9496334059148515
,,,,,,5,226.84,0,1,Surburban,1,Multichannel,No Offer,0,1.4865480797938142
,,,,,,3,351.2,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.7835241900811951
,,,,,,2,458.41,0,1,Surburban,0,Multichannel,Discount,0,1.3253297823084358
,,,,,,5,135.64,1,0,Urban,0,Web,Discount,0,0.9050138861165484
,,,,,,10,127.29,0,1,Urban,1,Phone,No Offer,0,1.185433194330324
,,,,,,9,158.91,1,0,Rural,1,Web,Buy One Get One,1,1.8486852398443068
,,,,,,1,478.49,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.7070946356462251
,,,,,,11,138.08,1,0,Urban,0,Phone,Buy One Get One,0,1.50851483373554
,,,,,,1,525.42,0,1,Urban,1,Phone,Discount,0,0.9170498550275882
,,,,,,1,303.34,1,1,Urban,0,Web,Discount,1,2.1421695332016615
,,,,,,5,50.63,1,0,Urban,0,Phone,Discount,0,0.9550700698356003
,,,,,,9,35.4,0,1,Surburban,1,Web,No Offer,0,1.4825066480527938
,,,,,,7,38.9,0,1,Surburban,1,Web,Buy One Get One,0,0.6230346472156367
,,,,,,5,46.09,1,0,Urban,0,Web,No Offer,0,1.501779640337084
,,,,,,6,333.21,1,0,Urban,1,Phone,Discount,0,1.5510485846610682
,,,,,,2,584.37,1,0,Urban,1,Multichannel,Discount,1,0.8888738213977847
,,,,,,6,29.99,0,1,Urban,1,Phone,Buy One Get One,0,0.794803126122898
,,,,,,4,78.96,0,1,Urban,1,Phone,No Offer,0,0.4589582098867705
,,,,,,4,53.42,0,1,Surburban,0,Phone,Discount,0,0.9521751008640971
,,,,,,3,314.67,1,0,Rural,1,Web,No Offer,0,1.1784573521404633
,,,,,,5,306.21,0,1,Surburban,0,Web,Buy One Get One,0,0.5846239782208211
,,,,,,4,72.38,1,0,Rural,1,Web,Buy One Get One,1,2.1699196786233674
,,,,,,1,375.03,1,0,Surburban,0,Phone,No Offer,0,0.10420107150954805
,,,,,,3,163.76,1,0,Surburban,1,Phone,Buy One Get One,0,1.0631851294918964
,,,,,,6,178.37,1,0,Surburban,1,Web,Discount,1,1.8290826065452002
,,,,,,1,522.77,1,0,Surburban,1,Multichannel,No Offer,0,0.5306535626273028
,,,,,,8,59.95,1,0,Urban,0,Phone,No Offer,0,1.5822576046651662
,,,,,,6,569.14,0,1,Surburban,1,Web,No Offer,0,0.964255018017269
,,,,,,4,275.27,1,0,Rural,1,Phone,No Offer,0,1.2966418098498722
,,,,,,1,29.99,0,1,Urban,0,Web,No Offer,0,1.0437995196081178
,,,,,,2,675.88,1,1,Urban,1,Phone,Discount,0,1.3861762377195912
,,,,,,10,161.65,1,0,Surburban,0,Web,Buy One Get One,0,1.3048626644722188
,,,,,,11,568.56,1,1,Urban,1,Multichannel,Buy One Get One,0,0.520405205581089
,,,,,,9,257.6,1,1,Urban,1,Phone,No Offer,0,0.29979492911870875
,,,,,,2,269.13,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.0040141057923058
,,,,,,12,32.51,0,1,Rural,0,Phone,No Offer,0,1.726854623475259
,,,,,,11,99.05,1,0,Urban,1,Phone,No Offer,0,2.07307586061767
,,,,,,7,340.72,1,0,Urban,0,Web,Discount,0,1.2907493302768367
,,,,,,9,100.86,1,0,Surburban,1,Phone,Discount,0,0.5309971795574089
,,,,,,3,1118.27,1,1,Surburban,1,Multichannel,Buy One Get One,0,0.21395679302522008
,,,,,,2,214.95,0,1,Rural,1,Web,Buy One Get One,0,1.0836008842846723
,,,,,,11,143.91,0,1,Surburban,0,Phone,Buy One Get One,0,1.3303824097175143
,,,,,,10,1097.45,0,1,Surburban,1,Phone,No Offer,1,1.8357313626669323
,,,,,,6,263.84,0,1,Rural,1,Web,Buy One Get One,1,1.8989650890779561
,,,,,,7,45.72,1,0,Urban,0,Phone,No Offer,0,1.4425904814485364
,,,,,,2,243.5,1,1,Surburban,0,Phone,Discount,0,1.6906307816341175
,,,,,,8,58.28,0,1,Urban,0,Phone,Discount,0,0.8031666489388323
,,,,,,2,225.35,1,0,Urban,0,Phone,No Offer,0,0.8519891836270449
,,,,,,3,222.8,1,0,Urban,0,Web,Discount,0,0.8415004019696394
,,,,,,1,29.99,1,0,Rural,1,Web,Discount,0,1.0833789750570353
,,,,,,1,313.98,0,1,Surburban,0,Web,No Offer,0,0.5356209774196014
,,,,,,6,105.87,1,0,Surburban,1,Web,Discount,0,1.0087113143059199
,,,,,,5,29.99,0,1,Surburban,1,Web,Buy One Get One,0,1.357925328543319
,,,,,,3,244.64,1,0,Surburban,0,Phone,Buy One Get One,0,1.2297138109476908
,,,,,,12,49.5,0,1,Surburban,1,Phone,Buy One Get One,0,0.6817805609032113
,,,,,,7,29.99,1,0,Rural,1,Web,Buy One Get One,0,1.0076846359240161
,,,,,,1,29.99,1,0,Surburban,0,Web,Discount,1,2.2212130865663138
,,,,,,7,56.46,1,0,Urban,1,Web,Buy One Get One,0,-0.0010146837903719508
,,,,,,4,110.29,0,1,Urban,0,Web,No Offer,0,1.2668428733461221
,,,,,,10,300.6,1,1,Urban,0,Multichannel,Discount,0,0.5120250157526776
,,,,,,3,29.99,0,1,Surburban,1,Web,Buy One Get One,0,0.9889608228420375
,,,,,,9,174.64,0,1,Urban,1,Web,No Offer,0,0.9691530478450221
,,,,,,5,771.92,0,1,Surburban,1,Multichannel,No Offer,0,1.2377743628735698
,,,,,,1,215.23,1,0,Urban,1,Multichannel,Buy One Get One,0,0.6027001635966691
,,,,,,7,192.12,1,0,Urban,0,Web,No Offer,0,0.8478911885527562
,,,,,,6,40.02,0,1,Surburban,0,Web,No Offer,0,1.4396955776251794
,,,,,,8,29.99,1,0,Surburban,0,Web,Buy One Get One,1,2.4057336867503984
,,,,,,10,275.04,1,0,Rural,0,Web,No Offer,0,0.5563673920100749
,,,,,,2,518.53,0,1,Surburban,1,Phone,Discount,1,1.2769444199255608
,,,,,,3,454.0,0,1,Urban,0,Multichannel,Discount,0,0.7204218682270238
,,,,,,3,342.64,0,1,Surburban,0,Phone,No Offer,0,0.2899555567275419
,,,,,,8,337.09,1,0,Surburban,0,Phone,No Offer,0,1.3644196147826144
,,,,,,1,1311.69,1,1,Surburban,1,Multichannel,Buy One Get One,0,0.9836123307416049
,,,,,,1,817.36,1,1,Urban,1,Phone,Buy One Get One,1,2.245431534120434
,,,,,,10,246.4,1,0,Urban,0,Phone,Buy One Get One,0,0.9421245958883905
,,,,,,1,406.33,0,1,Surburban,0,Web,Discount,0,1.8134544907044456
,,,,,,11,98.05,0,1,Surburban,1,Web,Discount,0,0.8032541353535376
,,,,,,1,186.69,1,0,Surburban,0,Phone,Buy One Get One,0,1.2614001391228964
,,,,,,1,29.99,0,1,Surburban,0,Web,No Offer,1,2.3837234886915346
,,,,,,8,29.99,1,0,Surburban,1,Web,No Offer,0,0.808139523058431
,,,,,,1,586.52,1,0,Rural,1,Multichannel,No Offer,0,0.8379134427026804
,,,,,,8,286.25,0,1,Urban,1,Multichannel,Buy One Get One,0,0.20246998232196833
,,,,,,10,89.45,1,0,Surburban,1,Web,No Offer,0,0.6797055768422773
,,,,,,8,194.81,1,0,Urban,1,Web,Buy One Get One,1,1.45612378471311
